student_id,program_name,student_id,Fall_Reading_rit_score,Spring_Reading_rit_score,Score_Changes,Goal,Goal_Change,Percentage_Kept
22938,.,22938,162,178,16,180,18,No
22431,.,22431,162,174,12,180,18,No
18048,.,18048,166,181,15,183,17,No
25452,.,25452,183,192,9,196,13,No
24621,.,24621,183,188,5,196,13,No
10241,.,10241,161,176,15,179,18,No
25649,.,25649,153,181,28,173,20,Yes
22326,.,22326,165,185,20,182,17,Yes
15104,.,15104,161,157,-4,179,18,No
18086,.,18086,168,184,16,185,17,No
22734,.,22734,164,201,37,182,18,Yes
26962,.,26962,188,204,16,200,12,Yes
18109,.,18109,169,174,5,185,16,No
12367,.,12367,171,181,10,187,16,No
11465,.,11465,153,174,21,173,20,Yes
28217,.,28217,182,199,17,196,14,Yes
20048,.,20048,167,188,21,184,17,Yes
27878,.,27878,160,168,8,178,18,No
19127,.,19127,175,177,2,190,15,No
22331,.,22331,163,165,2,181,18,No
25826,.,25826,153,166,13,173,20,No
19016,.,19016,193,194,1,204,11,No
22820,.,22820,178,199,21,192,14,Yes
17371,.,17371,183,196,13,196,13,Yes
17490,.,17490,162,190,28,180,18,Yes
15616,.,15616,161,172,11,179,18,No
10537,.,10537,177,191,14,192,15,No
19183,.,19183,172,174,2,188,16,No
22775,.,22775,185,195,10,198,13,No
17907,.,17907,159,175,16,178,19,No
16231,.,16231,162,169,7,180,18,No
22598,.,22598,175,190,15,190,15,Yes
16654,.,16654,163,182,19,181,18,Yes
19283,.,19283,190,196,6,202,12,No
16075,.,16075,158,153,-5,177,19,No
24998,.,24998,158,175,17,177,19,No
29109,.,29109,158,169,11,177,19,No
29131,.,29131,161,165,4,179,18,No
13887,.,13887,174,189,15,189,15,Yes
26182,.,26182,164,187,23,182,18,Yes
21805,.,21805,167,182,15,184,17,No
17569,.,17569,155,179,24,175,20,Yes
25813,.,25813,151,173,22,171,20,Yes
22255,.,22255,159,172,13,178,19,No
14719,.,14719,160,177,17,178,18,No
25157,.,25157,172,195,23,188,16,Yes
15352,.,15352,161,185,24,179,18,Yes
12611,.,12611,145,162,17,167,22,No
11176,.,11176,161,191,30,179,18,Yes
27184,.,27184,164,174,10,182,18,No
22262,.,22262,171,195,24,187,16,Yes
20244,.,20244,172,197,25,188,16,Yes
20538,.,20538,176,192,16,191,15,Yes
20765,.,20765,147,157,10,168,21,No
24547,.,24547,174,190,16,189,15,Yes
26468,.,26468,175,191,16,190,15,Yes
25212,.,25212,190,202,12,202,12,Yes
27715,.,27715,173,173,0,189,16,No
10574,.,10574,170,188,18,186,16,Yes
14892,.,14892,193,197,4,204,11,No
14598,.,14598,156,181,25,175,19,Yes
20680,.,20680,170,195,25,186,16,Yes
19375,.,19375,182,202,20,196,14,Yes
14487,.,14487,171,187,16,187,16,Yes
29073,.,29073,195,215,20,206,11,Yes
28485,.,28485,191,208,17,203,12,Yes
22335,.,22335,164,182,18,182,18,Yes
25653,.,25653,159,180,21,178,19,Yes
10871,.,10871,169,186,17,185,16,Yes
10128,.,10128,183,203,20,196,13,Yes
19396,.,19396,154,164,10,174,20,No
21938,.,21938,187,199,12,199,12,Yes
27548,.,27548,189,207,18,201,12,Yes
23610,.,23610,202,208,6,211,9,No
16050,.,16050,172,183,11,188,16,No
15395,.,15395,173,198,25,189,16,Yes
18691,.,18691,172,187,15,188,16,No
12528,.,12528,152,165,13,172,20,No
26710,.,26710,179,194,15,193,14,Yes
16803,.,16803,162,165,3,180,18,No
26333,.,26333,142,160,18,165,23,No
27476,.,27476,174,201,27,189,15,Yes
13051,.,13051,151,181,30,171,20,Yes
14842,.,14842,167,180,13,184,17,No
18256,.,18256,159,180,21,178,19,Yes
13200,.,13200,164,186,22,182,18,Yes
10586,.,10586,165,170,5,182,17,No
15697,.,15697,189,205,16,201,12,Yes
21255,.,21255,173,196,23,189,16,Yes
23579,.,23579,186,205,19,198,12,Yes
27945,.,27945,155,177,22,175,20,Yes
24912,.,24912,149,169,20,170,21,No
11286,.,11286,156,177,21,175,19,Yes
18174,.,18174,168,180,12,185,17,No
12877,.,12877,159,165,6,178,19,No
19448,.,19448,181,201,20,195,14,Yes
14293,.,14293,174,191,17,189,15,Yes
19599,.,19599,154,173,19,174,20,No
21223,.,21223,160,179,19,178,18,Yes
16592,.,16592,139,158,19,162,23,No
23651,.,23651,151,166,15,171,20,No
12892,.,12892,151,175,24,171,20,Yes
28467,.,28467,155,181,26,175,20,Yes
20849,.,20849,161,163,2,179,18,No
18088,.,18088,179,200,21,193,14,Yes
17521,.,17521,161,182,21,179,18,Yes
20383,.,20383,152,177,25,172,20,Yes
28939,.,28939,171,185,14,187,16,No
27970,.,27970,165,178,13,182,17,No
19052,.,19052,160,184,24,178,18,Yes
19463,.,19463,172,186,14,188,16,No
17787,.,17787,153,178,25,173,20,Yes
28086,.,28086,160,168,8,178,18,No
16895,.,16895,157,182,25,176,19,Yes
10475,.,10475,151,182,31,171,20,Yes
21752,.,21752,163,176,13,181,18,No
27979,.,27979,164,182,18,182,18,Yes
10642,.,10642,146,172,26,168,22,Yes
10931,.,10931,185,197,12,198,13,No
16237,.,16237,157,186,29,176,19,Yes
13530,.,13530,150,171,21,171,21,Yes
21569,.,21569,173,190,17,189,16,Yes
11387,.,11387,160,179,19,178,18,Yes
20850,.,20850,156,165,9,175,19,No
18249,.,18249,164,173,9,182,18,No
16171,.,16171,139,150,11,162,23,No
19893,.,19893,176,200,24,191,15,Yes
28945,.,28945,165,183,18,182,17,Yes
10335,.,10335,167,194,27,184,17,Yes
12562,.,12562,148,163,15,169,21,No
10555,.,10555,185,193,8,198,13,No
26199,.,26199,165,175,10,182,17,No
19566,.,19566,162,178,16,180,18,No
12008,.,12008,188,201,13,200,12,Yes
16079,.,16079,170,178,8,186,16,No
11784,.,11784,160,182,22,178,18,Yes
16569,.,16569,181,192,11,195,14,No
10434,.,10434,197,215,18,207,10,Yes
28058,.,28058,177,202,25,192,15,Yes
13638,.,13638,160,180,20,178,18,Yes
17286,.,17286,186,201,15,199,13,Yes
17573,.,17573,175,198,23,190,15,Yes
24766,.,24766,164,179,15,182,18,No
13193,.,13193,169,196,27,185,16,Yes
15315,.,15315,191,213,22,203,12,Yes
24926,.,24926,175,197,22,190,15,Yes
23027,.,23027,174,196,22,189,15,Yes
16015,.,16015,165,178,13,182,17,No
18791,.,18791,156,175,19,175,19,Yes
22618,.,22618,153,168,15,173,20,No
19370,.,19370,169,183,14,185,16,No
26041,.,26041,159,169,10,178,19,No
23769,.,23769,162,188,26,180,18,Yes
19058,.,19058,157,185,28,176,19,Yes
23971,.,23971,156,137,-19,175,19,No
28203,.,28203,168,178,10,185,17,No
16374,.,16374,160,174,14,178,18,No
18800,.,18800,159,166,7,178,19,No
12440,.,12440,173,190,17,189,16,Yes
23584,.,23584,171,187,16,187,16,Yes
25530,.,25530,165,188,23,182,17,Yes
18499,.,18499,152,164,12,172,20,No
17517,.,17517,168,185,17,185,17,Yes
24726,.,24726,163,188,25,181,18,Yes
29046,.,29046,169,189,20,185,16,Yes
15364,.,15364,157,181,24,176,19,Yes
10360,.,10360,150,167,17,171,21,No
29152,.,29152,171,183,12,187,16,No
22343,.,22343,170,194,24,186,16,Yes
23161,.,23161,147,156,9,168,21,No
16824,.,16824,171,184,13,187,16,No
29327,.,29327,168,174,6,185,17,No
25234,.,25234,155,165,10,175,20,No
12727,.,12727,187,187,0,196,9,No
21360,.,21360,171,168,-3,183,12,No
12003,.,12003,174,186,12,186,12,Yes
15613,.,15613,202,201,-1,208,6,No
16039,.,16039,208,213,5,213,5,Yes
17678,.,17678,193,201,8,201,8,Yes
25507,.,25507,176,181,5,187,11,No
16257,.,16257,195,214,19,202,7,Yes
29206,.,29206,174,161,-13,186,12,No
12815,.,12815,183,181,-2,193,10,No
27275,.,27275,189,212,23,198,9,Yes
25359,.,25359,177,176,-1,188,11,No
12610,.,12610,177,190,13,188,11,Yes
19212,.,19212,152,173,21,168,16,Yes
26519,.,26519,174,182,8,186,12,No
11946,.,11946,172,178,6,184,12,No
24079,.,24079,197,207,10,204,7,Yes
28426,.,28426,199,207,8,206,7,Yes
26110,.,26110,193,187,-6,201,8,No
28770,.,28770,169,184,15,182,13,Yes
13437,.,13437,189,185,-4,198,9,No
10009,.,10009,209,209,0,213,4,No
19259,.,19259,171,170,-1,183,12,No
13549,.,13549,170,183,13,183,13,Yes
13240,.,13240,195,205,10,202,7,Yes
25730,.,25730,186,177,-9,195,9,No
26337,.,26337,196,211,15,203,7,Yes
25209,.,25209,169,166,-3,182,13,No
16566,.,16566,192,203,11,200,8,Yes
18904,.,18904,185,202,17,194,9,Yes
17729,.,17729,185,194,9,194,9,Yes
29220,.,29220,190,206,16,198,8,Yes
21213,.,21213,171,172,1,183,12,No
17133,.,17133,173,165,-8,185,12,No
26258,.,26258,212,210,-2,215,3,No
14900,.,14900,185,199,14,194,9,Yes
15250,.,15250,194,206,12,202,8,Yes
20319,.,20319,187,192,5,196,9,No
29049,.,29049,194,201,7,202,8,No
24389,.,24389,171,186,15,183,12,Yes
28386,.,28386,193,197,4,201,8,No
25319,.,25319,198,201,3,205,7,No
17970,.,17970,174,185,11,186,12,No
19277,.,19277,174,178,4,186,12,No
16986,.,16986,187,197,10,196,9,Yes
11927,.,11927,178,180,2,189,11,No
12200,.,12200,176,180,4,187,11,No
29629,.,29629,182,200,18,192,10,Yes
22435,.,22435,189,187,-2,198,9,No
13465,.,13465,184,205,21,194,10,Yes
20518,.,20518,193,202,9,201,8,Yes
21988,.,21988,169,189,20,182,13,Yes
17662,.,17662,182,192,10,192,10,Yes
13989,.,13989,179,187,8,190,11,No
24139,.,24139,189,188,-1,198,9,No
10150,.,10150,166,187,21,179,13,Yes
14447,.,14447,172,177,5,184,12,No
26645,.,26645,177,183,6,188,11,No
21976,.,21976,198,208,10,205,7,Yes
29776,.,29776,189,209,20,198,9,Yes
25299,.,25299,177,185,8,188,11,No
25286,.,25286,177,194,17,188,11,Yes
13266,.,13266,196,205,9,203,7,Yes
11378,.,11378,193,201,8,201,8,Yes
27087,.,27087,187,198,11,196,9,Yes
26740,.,26740,180,184,4,190,10,No
19003,.,19003,188,210,22,197,9,Yes
15621,.,15621,192,188,-4,200,8,No
21946,.,21946,194,185,-9,202,8,No
12868,.,12868,187,183,-4,196,9,No
18958,.,18958,193,185,-8,201,8,No
12248,.,12248,195,200,5,202,7,No
23674,.,23674,182,173,-9,192,10,No
27137,.,27137,173,160,-13,185,12,No
26727,.,26727,200,218,18,206,6,Yes
22508,.,22508,191,192,1,199,8,No
27327,.,27327,186,194,8,195,9,No
19017,.,19017,198,198,0,205,7,No
28697,.,28697,200,200,0,206,6,No
18822,.,18822,175,170,-5,187,12,No
22847,.,22847,179,195,16,190,11,Yes
11103,.,11103,180,172,-8,190,10,No
27620,.,27620,182,184,2,192,10,No
27776,.,27776,189,197,8,198,9,No
22033,.,22033,201,193,-8,207,6,No
21160,.,21160,204,208,4,210,6,No
26668,.,26668,161,171,10,175,14,No
16475,.,16475,179,198,19,190,11,Yes
21903,.,21903,200,205,5,206,6,No
21184,.,21184,187,180,-7,196,9,No
10235,.,10235,180,164,-16,190,10,No
27020,.,27020,210,212,2,214,4,No
14101,.,14101,199,221,22,206,7,Yes
16871,.,16871,184,185,1,194,10,No
27716,.,27716,203,207,4,209,6,No
14224,.,14224,204,197,-7,210,6,No
11298,.,11298,205,212,7,210,5,Yes
29035,.,29035,197,200,3,204,7,No
18063,.,18063,188,176,-12,197,9,No
13560,.,13560,201,209,8,207,6,Yes
14617,.,14617,199,191,-8,206,7,No
20388,.,20388,179,189,10,190,11,No
16264,.,16264,200,193,-7,206,6,No
10158,.,10158,198,197,-1,205,7,No
20790,.,20790,200,195,-5,206,6,No
17232,.,17232,176,169,-7,187,11,No
12356,.,12356,190,163,-27,198,8,No
18234,.,18234,193,208,15,201,8,Yes
14217,.,14217,195,194,-1,202,7,No
21330,.,21330,209,221,12,214,5,Yes
13750,.,13750,199,202,3,206,7,No
19036,.,19036,184,161,-23,194,10,No
16901,.,16901,169,149,-20,182,13,No
24307,.,24307,182,194,12,192,10,Yes
10312,.,10312,181,210,29,191,10,Yes
16328,.,16328,185,169,-16,194,9,No
10559,.,10559,183,175,-8,193,10,No
24407,.,24407,207,208,1,212,5,No
18087,.,18087,198,202,4,205,7,No
12977,.,12977,185,201,16,194,9,Yes
18508,.,18508,181,171,-10,191,10,No
23597,.,23597,201,210,9,207,6,Yes
25183,.,25183,176,175,-1,187,11,No
28755,.,28755,191,191,0,199,8,No
13643,.,13643,184,193,9,194,10,No
13722,.,13722,209,199,-10,214,5,No
28015,.,28015,176,185,9,187,11,No
11987,.,11987,175,176,1,186,11,No
25018,.,25018,201,202,1,207,6,No
29176,.,29176,197,196,-1,204,7,No
19223,.,19223,178,170,-8,189,11,No
21224,.,21224,165,169,4,179,14,No
18364,.,18364,190,192,2,198,8,No
16363,.,16363,201,205,4,207,6,No
16981,.,16981,185,191,6,194,9,No
13924,.,13924,180,176,-4,190,10,No
16729,.,16729,196,196,0,203,7,No
12722,.,12722,161,178,17,175,14,Yes
21467,.,21467,215,213,-2,218,3,No
26125,.,26125,186,193,7,195,9,No
23101,.,23101,179,173,-6,190,11,No
22210,.,22210,175,182,7,186,11,No
20233,.,20233,187,196,9,196,9,Yes
13811,.,13811,191,193,2,199,8,No
23831,.,23831,191,208,17,199,8,Yes
26169,.,26169,175,174,-1,186,11,No
26780,.,26780,180,187,7,190,10,No
28878,.,28878,184,197,13,194,10,Yes
24975,.,24975,166,169,3,179,13,No
12349,.,12349,200,197,-3,206,6,No
19451,.,19451,199,199,0,206,7,No
27115,.,27115,175,166,-9,187,12,No
19571,.,19571,176,196,20,187,11,Yes
13055,.,13055,193,198,5,201,8,No
19188,.,19188,170,168,-2,183,13,No
14070,.,14070,184,193,9,194,10,No
14378,.,14378,185,195,10,194,9,Yes
15027,.,15027,187,188,1,196,9,No
24068,.,24068,193,201,8,201,8,Yes
15591,.,15591,182,212,30,192,10,Yes
11538,.,11538,205,211,6,210,5,Yes
29585,.,29585,180,183,3,192,12,No
12376,.,12376,167,182,15,181,14,Yes
26997,.,26997,197,226,29,206,9,Yes
16229,.,16229,197,203,6,206,9,No
22438,.,22438,189,200,11,199,10,Yes
25961,.,25961,194,209,15,203,9,Yes
11768,.,11768,201,205,4,209,8,No
13305,.,13305,166,181,15,180,14,Yes
23700,.,23700,186,197,11,197,11,Yes
12236,.,12236,189,203,14,199,10,Yes
27368,.,27368,185,194,9,196,11,No
16134,.,16134,198,196,-2,207,9,No
29639,.,29639,199,207,8,208,9,No
28081,.,28081,193,188,-5,203,10,No
12535,.,12535,175,196,21,188,13,Yes
29268,.,29268,179,196,17,191,12,Yes
28983,.,28983,196,209,13,205,9,Yes
12472,.,12472,206,214,8,213,7,Yes
11167,.,11167,174,204,30,187,13,Yes
27507,.,27507,196,201,5,205,9,No
11169,.,11169,201,203,2,209,8,No
17738,.,17738,183,200,17,194,11,Yes
15450,.,15450,193,186,-7,203,10,No
18469,.,18469,183,195,12,194,11,Yes
10700,.,10700,203,204,1,211,8,No
22666,.,22666,199,190,-9,208,9,No
15657,.,15657,195,205,10,204,9,Yes
25042,.,25042,226,223,-3,230,4,No
10763,.,10763,196,198,2,205,9,No
26098,.,26098,192,194,2,202,10,No
25251,.,25251,209,208,-1,216,7,No
22469,.,22469,207,211,4,214,7,No
24974,.,24974,178,197,19,190,12,Yes
21480,.,21480,206,215,9,214,8,Yes
16750,.,16750,169,182,13,183,14,No
17831,.,17831,177,188,11,189,12,No
22746,.,22746,198,213,15,207,9,Yes
26568,.,26568,203,214,11,211,8,Yes
22901,.,22901,212,214,2,218,6,No
26586,.,26586,192,199,7,202,10,No
19614,.,19614,174,190,16,187,13,Yes
25356,.,25356,199,196,-3,208,9,No
23330,.,23330,190,197,7,200,10,No
17676,.,17676,205,202,-3,213,8,No
24226,.,24226,192,205,13,202,10,Yes
19323,.,19323,188,205,17,198,10,Yes
15193,.,15193,199,222,23,208,9,Yes
29945,.,29945,202,217,15,210,8,Yes
18067,.,18067,184,210,26,195,11,Yes
27319,.,27319,169,184,15,183,14,Yes
11975,.,11975,179,176,-3,191,12,No
27701,.,27701,207,204,-3,214,7,No
21032,.,21032,186,195,9,197,11,No
21940,.,21940,177,186,9,189,12,No
21037,.,21037,183,198,15,194,11,Yes
12153,.,12153,200,197,-3,208,8,No
20325,.,20325,188,188,0,198,10,No
21862,.,21862,193,191,-2,203,10,No
10658,.,10658,182,192,10,194,12,No
27392,.,27392,180,195,15,192,12,Yes
20095,.,20095,202,195,-7,210,8,No
28667,.,28667,180,190,10,192,12,No
13480,.,13480,196,198,2,205,9,No
20378,.,20378,221,215,-6,226,5,No
25417,.,25417,189,201,12,199,10,Yes
14331,.,14331,174,192,18,187,13,Yes
26249,.,26249,194,203,9,203,9,Yes
11346,.,11346,167,158,-9,181,14,No
25367,.,25367,193,188,-5,203,10,No
29456,.,29456,171,198,27,184,13,Yes
20853,.,20853,217,222,5,223,6,No
15424,.,15424,176,180,4,189,13,No
25471,.,25471,211,211,0,218,7,No
28956,.,28956,205,206,1,213,8,No
29130,.,29130,196,198,2,205,9,No
29827,.,29827,171,180,9,184,13,No
15208,.,15208,190,200,10,200,10,Yes
27355,.,27355,204,206,2,212,8,No
17381,.,17381,209,221,12,216,7,Yes
27179,.,27179,181,194,13,193,12,Yes
15072,.,15072,180,189,9,192,12,No
12670,.,12670,198,206,8,207,9,No
14419,.,14419,195,209,14,204,9,Yes
28553,.,28553,193,203,10,203,10,Yes
15580,.,15580,179,175,-4,191,12,No
17845,.,17845,199,199,0,208,9,No
25335,.,25335,209,214,5,216,7,No
19816,.,19816,205,219,14,213,8,Yes
14902,.,14902,190,195,5,200,10,No
27446,.,27446,219,228,9,224,5,Yes
18623,.,18623,191,194,3,201,10,No
18465,.,18465,197,204,7,206,9,No
24788,.,24788,206,212,6,213,7,No
22035,.,22035,205,216,11,213,8,Yes
20951,.,20951,194,204,10,203,9,Yes
23051,.,23051,182,204,22,194,12,Yes
28129,.,28129,211,203,-8,218,7,No
14118,.,14118,203,208,5,211,8,No
17935,.,17935,194,215,21,203,9,Yes
10939,.,10939,206,212,6,213,7,No
15050,.,15050,196,209,13,205,9,Yes
27019,.,27019,203,203,0,211,8,No
17298,.,17298,218,213,-5,223,5,No
28084,.,28084,182,196,14,194,12,Yes
12339,.,12339,177,184,7,189,12,No
24989,.,24989,186,196,10,197,11,No
12739,.,12739,176,201,25,189,13,Yes
14107,.,14107,172,187,15,185,13,Yes
24237,.,24237,204,199,-5,212,8,No
11380,.,11380,225,224,-1,229,4,No
17843,.,17843,206,209,3,213,7,No
13071,.,13071,194,198,4,203,9,No
20038,.,20038,183,188,5,194,11,No
19582,.,19582,205,207,2,213,8,No
28352,.,28352,190,198,8,200,10,No
20758,.,20758,202,209,7,210,8,No
20287,.,20287,177,181,4,189,12,No
29686,.,29686,211,220,9,218,7,Yes
19037,.,19037,200,199,-1,208,8,No
29244,.,29244,186,195,9,197,11,No
17682,.,17682,188,198,10,198,10,Yes
16275,.,16275,204,210,6,212,8,No
18550,.,18550,199,213,14,208,9,Yes
16158,.,16158,206,226,20,213,7,Yes
13558,.,13558,186,179,-7,197,11,No
16892,.,16892,190,191,1,200,10,No
27088,.,27088,179,196,17,191,12,Yes
28022,.,28022,201,212,11,209,8,Yes
23183,.,23183,204,207,3,212,8,No
28001,.,28001,183,195,12,194,11,Yes
16945,.,16945,182,180,-2,194,12,No
10006,.,10006,221,216,-5,226,5,No
16950,.,16950,203,206,3,211,8,No
27968,.,27968,212,213,1,218,6,No
26619,.,26619,200,212,12,208,8,Yes
22560,.,22560,175,179,4,188,13,No
14954,.,14954,197,202,5,206,9,No
25208,.,25208,166,166,0,180,14,No
19190,.,19190,191,201,10,201,10,Yes
18280,.,18280,193,213,20,203,10,Yes
24409,.,24409,201,201,0,209,8,No
22295,.,22295,168,173,5,182,14,No
18440,.,18440,192,192,0,202,10,No
23653,.,23653,197,193,-4,206,9,No
22771,.,22771,178,169,-9,190,12,No
19971,.,19971,184,189,5,195,11,No
20811,.,20811,201,211,10,209,8,Yes
11710,.,11710,164,178,14,179,15,No
10566,.,10566,225,216,-9,229,4,No
29720,.,29720,187,200,13,198,11,Yes
23385,.,23385,192,185,-7,202,10,No
13404,.,13404,206,215,9,213,7,Yes
13798,.,13798,188,199,11,198,10,Yes
15922,.,15922,192,202,10,202,10,Yes
