student_id,program_name,student_id,Fall_Reading_rit_score,Spring_Reading_rit_score,Score_Changes,Goal,Goal_Change,Percentage_Kept
11473,.,11473,194,204,10,203,9,Yes
20434,.,20434,204,215,11,212,8,Yes
13830,.,13830,181,186,5,193,12,No
27663,.,27663,214,214,0,220,6,No
16645,.,16645,208,215,7,215,7,Yes
17692,.,17692,215,218,3,221,6,No
20131,.,20131,171,187,16,184,13,Yes
28337,.,28337,214,214,0,220,6,No
11056,.,11056,211,215,4,218,7,No
16723,.,16723,193,201,8,203,10,No
20384,.,20384,190,186,-4,200,10,No
16456,.,16456,217,207,-10,223,6,No
18819,.,18819,205,210,5,213,8,No
22600,.,22600,214,212,-2,220,6,No
18397,.,18397,199,210,11,208,9,Yes
22312,.,22312,188,186,-2,197,9,No
25129,.,25129,188,210,22,197,9,Yes
16241,.,16241,211,213,2,217,6,No
24088,.,24088,213,215,2,218,5,No
22100,.,22100,218,219,1,222,4,No
23299,.,23299,202,191,-11,209,7,No
19176,.,19176,199,207,8,206,7,Yes
20293,.,20293,205,209,4,211,6,No
26357,.,26357,205,211,6,212,7,No
16681,.,16681,197,194,-3,205,8,No
25830,.,25830,192,188,-4,201,9,No
26544,.,26544,209,215,6,215,6,Yes
13255,.,13255,184,197,13,194,10,Yes
24638,.,24638,220,222,2,224,4,No
27166,.,27166,202,211,9,209,7,Yes
15831,.,15831,205,202,-3,211,6,No
14398,.,14398,213,221,8,218,5,Yes
22452,.,22452,206,211,5,212,6,No
25769,.,25769,177,192,15,188,11,Yes
16611,.,16611,202,207,5,209,7,No
28958,.,28958,187,195,8,196,9,No
12148,.,12148,185,194,9,195,10,No
22162,.,22162,194,196,2,202,8,No
22337,.,22337,217,220,3,222,5,No
16837,.,16837,217,208,-9,222,5,No
25357,.,25357,202,191,-11,209,7,No
10213,.,10213,206,208,2,212,6,No
29346,.,29346,203,197,-6,210,7,No
17966,.,17966,202,207,5,209,7,No
29620,.,29620,202,208,6,209,7,No
18574,.,18574,193,203,10,201,8,Yes
17164,.,17164,194,199,5,202,8,No
14214,.,14214,203,209,6,210,7,No
27337,.,27337,204,209,5,211,7,No
12841,.,12841,215,214,-1,220,5,No
23020,.,23020,187,199,12,196,9,Yes
10156,.,10156,221,228,7,225,4,Yes
10804,.,10804,170,182,12,182,12,Yes
22829,.,22829,199,185,-14,206,7,No
28992,.,28992,198,199,1,206,8,No
19694,.,19694,193,209,16,201,8,Yes
24797,.,24797,216,216,0,221,5,No
29671,.,29671,213,212,-1,218,5,No
17482,.,17482,203,210,7,210,7,Yes
12795,.,12795,206,212,6,212,6,Yes
15544,.,15544,185,203,18,195,10,Yes
22801,.,22801,199,194,-5,206,7,No
29938,.,29938,212,211,-1,217,5,No
11320,.,11320,199,206,7,206,7,Yes
22430,.,22430,220,235,15,224,4,Yes
27126,.,27126,202,202,0,209,7,No
14173,.,14173,199,198,-1,206,7,No
11578,.,11578,220,218,-2,224,4,No
11151,.,11151,212,217,5,217,5,Yes
26483,.,26483,192,187,-5,201,9,No
19071,.,19071,209,222,13,215,6,Yes
20950,.,20950,206,205,-1,212,6,No
17539,.,17539,196,206,10,204,8,Yes
19869,.,19869,191,196,5,200,9,No
12023,.,12023,236,232,-4,238,2,No
23404,.,23404,204,219,15,211,7,Yes
24192,.,24192,216,218,2,221,5,No
29194,.,29194,192,189,-3,201,9,No
21621,.,21621,204,218,14,211,7,Yes
18212,.,18212,204,219,15,211,7,Yes
20265,.,20265,198,202,4,206,8,No
16666,.,16666,198,203,5,206,8,No
21109,.,21109,187,198,11,196,9,Yes
16002,.,16002,199,193,-6,206,7,No
22251,.,22251,216,217,1,221,5,No
25900,.,25900,196,197,1,204,8,No
15243,.,15243,216,225,9,221,5,Yes
16990,.,16990,214,211,-3,219,5,No
18431,.,18431,189,197,8,198,9,No
10406,.,10406,201,210,9,208,7,Yes
17171,.,17171,216,214,-2,221,5,No
17092,.,17092,178,198,20,189,11,Yes
16161,.,16161,191,194,3,200,9,No
23617,.,23617,213,210,-3,218,5,No
19420,.,19420,215,217,2,220,5,No
24430,.,24430,211,215,4,217,6,No
29930,.,29930,208,206,-2,214,6,No
17066,.,17066,206,221,15,212,6,Yes
11318,.,11318,228,237,9,231,3,Yes
21030,.,21030,200,196,-4,207,7,No
13712,.,13712,206,204,-2,212,6,No
26850,.,26850,206,209,3,212,6,No
28342,.,28342,196,190,-6,204,8,No
16528,.,16528,203,207,4,210,7,No
22547,.,22547,193,207,14,201,8,Yes
14046,.,14046,205,215,10,212,7,Yes
22744,.,22744,198,204,6,206,8,No
22794,.,22794,197,191,-6,205,8,No
11702,.,11702,189,189,0,198,9,No
18156,.,18156,207,212,5,213,6,No
11661,.,11661,198,190,-8,206,8,No
28519,.,28519,196,212,16,204,8,Yes
23574,.,23574,214,220,6,219,5,Yes
16292,.,16292,205,216,11,212,7,Yes
27473,.,27473,189,204,15,198,9,Yes
25639,.,25639,195,202,7,203,8,No
24619,.,24619,216,219,3,221,5,No
12575,.,12575,193,201,8,201,8,Yes
24535,.,24535,209,210,1,215,6,No
16197,.,16197,213,204,-9,218,5,No
25973,.,25973,198,206,8,205,7,Yes
15406,.,15406,191,209,18,199,8,Yes
26808,.,26808,179,184,5,189,10,No
25632,.,25632,195,193,-2,203,8,No
14041,.,14041,205,209,4,211,6,No
19048,.,19048,200,203,3,207,7,No
21550,.,21550,209,211,2,215,6,No
19746,.,19746,192,198,6,200,8,No
26039,.,26039,216,230,14,221,5,Yes
21676,.,21676,184,203,19,193,9,Yes
29197,.,29197,211,208,-3,216,5,No
20419,.,20419,221,214,-7,225,4,No
21069,.,21069,205,215,10,211,6,Yes
22620,.,22620,204,201,-3,210,6,No
10540,.,10540,195,202,7,203,8,No
26541,.,26541,209,208,-1,215,6,No
15291,.,15291,208,212,4,214,6,No
21784,.,21784,187,184,-3,196,9,No
25407,.,25407,222,223,1,226,4,No
21981,.,21981,213,226,13,218,5,Yes
16120,.,16120,207,193,-14,213,6,No
16757,.,16757,182,221,39,192,10,Yes
22241,.,22241,182,189,7,191,9,No
29188,.,29188,212,221,9,217,5,Yes
12548,.,12548,197,194,-3,204,7,No
17253,.,17253,203,199,-4,209,6,No
14975,.,14975,192,192,0,200,8,No
22582,.,22582,209,211,2,215,6,No
25736,.,25736,178,209,31,188,10,Yes
17107,.,17107,212,209,-3,217,5,No
16643,.,16643,194,198,4,202,8,No
10053,.,10053,193,212,19,201,8,Yes
23212,.,23212,196,209,13,203,7,Yes
26046,.,26046,202,205,3,209,7,No
11949,.,11949,213,227,14,218,5,Yes
13421,.,13421,199,206,7,206,7,Yes
20793,.,20793,223,225,2,227,4,No
15338,.,15338,149,152,3,163,14,No
25528,.,25528,188,192,4,197,9,No
15094,.,15094,202,206,4,209,7,No
13151,.,13151,222,220,-2,226,4,No
28254,.,28254,214,216,2,219,5,No
19865,.,19865,194,206,12,202,8,Yes
22281,.,22281,192,203,11,200,8,Yes
22562,.,22562,193,201,8,201,8,Yes
11885,.,11885,201,200,-1,208,7,No
10696,.,10696,206,212,6,212,6,Yes
19636,.,19636,207,202,-5,213,6,No
20168,.,20168,185,208,23,194,9,Yes
18165,.,18165,188,201,13,197,9,Yes
26422,.,26422,212,216,4,217,5,No
28367,.,28367,177,190,13,188,11,Yes
12859,.,12859,199,203,4,206,7,No
15306,.,15306,184,199,15,194,10,Yes
24837,.,24837,192,207,15,200,8,Yes
12181,.,12181,181,188,7,191,10,No
24826,.,24826,173,209,36,185,12,Yes
27641,.,27641,191,200,9,199,8,Yes
16242,.,16242,217,215,-2,220,3,No
27271,.,27271,193,202,9,201,8,Yes
21634,.,21634,222,230,8,224,2,Yes
14386,.,14386,195,185,-10,202,7,No
19118,.,19118,219,221,2,222,3,No
15340,.,15340,205,204,-1,210,5,No
26827,.,26827,211,222,11,215,4,Yes
19065,.,19065,218,227,9,221,3,Yes
16022,.,16022,211,216,5,215,4,Yes
19889,.,19889,221,224,3,223,2,Yes
12036,.,12036,203,214,11,209,6,Yes
12666,.,12666,222,221,-1,224,2,No
29703,.,29703,203,214,11,209,6,Yes
15301,.,15301,229,232,3,231,2,Yes
24000,.,24000,216,221,5,219,3,Yes
25473,.,25473,229,232,3,231,2,Yes
29949,.,29949,198,205,7,205,7,Yes
15803,.,15803,196,189,-7,203,7,No
25191,.,25191,211,220,9,215,4,Yes
16649,.,16649,220,225,5,223,3,Yes
24405,.,24405,197,218,21,204,7,Yes
21354,.,21354,182,199,17,192,10,Yes
21159,.,21159,212,220,8,216,4,Yes
10920,.,10920,196,196,0,203,7,No
22117,.,22117,233,235,2,235,2,Yes
12235,.,12235,186,187,1,195,9,No
18084,.,18084,216,208,-8,219,3,No
10858,.,10858,226,234,8,228,2,Yes
18812,.,18812,221,227,6,223,2,Yes
26163,.,26163,222,224,2,224,2,Yes
27075,.,27075,210,221,11,214,4,Yes
17552,.,17552,212,219,7,216,4,Yes
26342,.,26342,217,217,0,220,3,No
10120,.,10120,211,213,2,215,4,No
10786,.,10786,211,220,9,215,4,Yes
22630,.,22630,197,200,3,204,7,No
27413,.,27413,209,210,1,214,5,No
18841,.,18841,182,208,26,192,10,Yes
29619,.,29619,179,200,21,188,9,Yes
16503,.,16503,214,205,-9,218,4,No
17423,.,17423,215,213,-2,219,4,No
19644,.,19644,223,221,-2,225,2,No
13816,.,13816,216,222,6,220,4,Yes
17492,.,17492,222,230,8,225,3,Yes
24339,.,24339,226,230,4,228,2,Yes
15277,.,15277,225,229,4,227,2,Yes
28368,.,28368,193,201,8,200,7,Yes
23964,.,23964,188,192,4,196,8,No
25249,.,25249,207,222,15,212,5,Yes
26074,.,26074,221,221,0,224,3,No
11302,.,11302,208,211,3,213,5,No
17736,.,17736,215,212,-3,219,4,No
23564,.,23564,222,237,15,225,3,Yes
13912,.,13912,225,226,1,227,2,No
20804,.,20804,201,218,17,207,6,Yes
13106,.,13106,211,219,8,215,4,Yes
14363,.,14363,219,226,7,222,3,Yes
20963,.,20963,208,221,13,213,5,Yes
15835,.,15835,227,232,5,229,2,Yes
11316,.,11316,222,233,11,225,3,Yes
17896,.,17896,218,215,-3,221,3,No
25987,.,25987,202,215,13,208,6,Yes
27978,.,27978,223,221,-2,225,2,No
15620,.,15620,202,207,5,208,6,No
25521,.,25521,204,204,0,209,5,No
19122,.,19122,212,212,0,216,4,No
10713,.,10713,209,206,-3,214,5,No
20821,.,20821,210,208,-2,215,5,No
24783,.,24783,203,212,9,209,6,Yes
14931,.,14931,212,218,6,216,4,Yes
17345,.,17345,217,215,-2,220,3,No
12142,.,12142,216,225,9,220,4,Yes
27712,.,27712,211,204,-7,215,4,No
25839,.,25839,213,224,11,217,4,Yes
28688,.,28688,218,224,6,221,3,Yes
17593,.,17593,208,219,11,213,5,Yes
22284,.,22284,207,225,18,212,5,Yes
18085,.,18085,201,207,6,207,6,Yes
10638,.,10638,213,215,2,217,4,No
15239,.,15239,207,212,5,212,5,Yes
22671,.,22671,225,238,13,227,2,Yes
10652,.,10652,202,196,-6,208,6,No
10194,.,10194,210,211,1,214,4,No
29199,.,29199,202,213,11,207,5,Yes
24111,.,24111,207,217,10,212,5,Yes
19856,.,19856,220,233,13,223,3,Yes
18730,.,18730,210,223,13,214,4,Yes
27971,.,27971,215,230,15,218,3,Yes
20150,.,20150,203,212,9,208,5,Yes
25804,.,25804,206,209,3,211,5,No
17388,.,17388,209,212,3,213,4,No
12399,.,12399,213,222,9,217,4,Yes
22073,.,22073,208,216,8,212,4,Yes
28986,.,28986,211,219,8,215,4,Yes
25999,.,25999,193,207,14,200,7,Yes
17104,.,17104,177,209,32,186,9,Yes
22029,.,22029,224,218,-6,226,2,No
16870,.,16870,199,202,3,205,6,No
25788,.,25788,221,217,-4,223,2,No
17143,.,17143,224,228,4,226,2,Yes
23251,.,23251,217,217,0,220,3,No
21682,.,21682,210,216,6,214,4,Yes
27658,.,27658,214,212,-2,218,4,No
19133,.,19133,212,218,6,216,4,Yes
17519,.,17519,205,224,19,210,5,Yes
10672,.,10672,210,217,7,214,4,Yes
29297,.,29297,212,217,5,216,4,Yes
14547,.,14547,181,202,21,189,8,Yes
27527,.,27527,206,217,11,211,5,Yes
20195,.,20195,237,243,6,239,2,Yes
18389,.,18389,210,222,12,214,4,Yes
29136,.,29136,211,230,19,215,4,Yes
29002,.,29002,215,224,9,218,3,Yes
22120,.,22120,219,222,3,222,3,Yes
23167,.,23167,218,217,-1,221,3,No
18644,.,18644,214,209,-5,218,4,No
11213,.,11213,211,219,8,215,4,Yes
24852,.,24852,200,209,9,206,6,Yes
17001,.,17001,214,216,2,218,4,No
19382,.,19382,203,215,12,208,5,Yes
20374,.,20374,222,217,-5,224,2,No
14395,.,14395,222,232,10,224,2,Yes
25361,.,25361,208,218,10,212,4,Yes
12564,.,12564,202,208,6,207,5,Yes
22186,.,22186,220,219,-1,223,3,No
17196,.,17196,206,210,4,211,5,No
25124,.,25124,144,170,26,160,16,Yes
12624,.,12624,159,182,23,172,13,Yes
13016,.,13016,162,180,18,174,12,Yes
15735,.,15735,144,162,18,160,16,Yes
12073,.,12073,114,177,63,137,23,Yes
10153,.,10153,148,165,17,164,16,Yes
18076,.,18076,141,177,36,158,17,Yes
16825,.,16825,161,188,27,174,13,Yes
14492,.,14492,146,163,17,162,16,Yes
12207,.,12207,144,162,18,160,16,Yes
17903,.,17903,146,175,29,162,16,Yes
18754,.,18754,149,165,16,164,15,Yes
23853,.,23853,146,185,39,162,16,Yes
19602,.,19602,146,162,16,162,16,Yes
19535,.,19535,184,202,18,191,7,Yes
17751,.,17751,109,160,51,134,25,Yes
11824,.,11824,136,156,20,154,18,Yes
24047,.,24047,150,205,55,165,15,Yes
29906,.,29906,138,143,5,156,18,No
25930,.,25930,145,176,31,161,16,Yes
13557,.,13557,139,161,22,157,18,Yes
18074,.,18074,163,188,25,175,12,Yes
24985,.,24985,129,153,24,149,20,Yes
24301,.,24301,136,159,23,154,18,Yes
12915,.,12915,147,181,34,163,16,Yes
20442,.,20442,138,160,22,156,18,Yes
14203,.,14203,165,201,36,177,12,Yes
29630,.,29630,131,172,41,150,19,Yes
21508,.,21508,141,156,15,158,17,No
20756,.,20756,142,168,26,159,17,Yes
25136,.,25136,153,187,34,167,14,Yes
24071,.,24071,149,177,28,164,15,Yes
27894,.,27894,146,168,22,162,16,Yes
12396,.,12396,140,158,18,157,17,Yes
12151,.,12151,152,163,11,167,15,No
23884,.,23884,139,149,10,157,18,No
23396,.,23396,134,146,12,153,19,No
18653,.,18653,153,153,0,167,14,No
14639,.,14639,140,157,17,157,17,Yes
11595,.,11595,126,133,7,146,20,No
29168,.,29168,122,150,28,143,21,Yes
10355,.,10355,145,154,9,161,16,No
29094,.,29094,139,162,23,157,18,Yes
18601,.,18601,139,150,11,157,18,No
17800,.,17800,137,148,11,155,18,No
23967,.,23967,119,150,31,141,22,Yes
16595,.,16595,146,165,19,162,16,Yes
14829,.,14829,137,157,20,155,18,Yes
24070,.,24070,115,139,24,138,23,Yes
19776,.,19776,139,159,20,157,18,Yes
10443,.,10443,135,146,11,153,18,No
11608,.,11608,147,155,8,163,16,No
12884,.,12884,148,175,27,164,16,Yes
29463,.,29463,143,170,27,160,17,Yes
11408,.,11408,163,188,25,175,12,Yes
24635,.,24635,149,174,25,164,15,Yes
22792,.,22792,137,155,18,155,18,Yes
11666,.,11666,140,158,18,157,17,Yes
25541,.,25541,139,160,21,157,18,Yes
16104,.,16104,130,158,28,150,20,Yes
16605,.,16605,145,166,21,161,16,Yes
25368,.,25368,123,157,34,144,21,Yes
29684,.,29684,143,160,17,160,17,Yes
15601,.,15601,148,169,21,164,16,Yes
29592,.,29592,136,154,18,154,18,Yes
29996,.,29996,147,166,19,163,16,Yes
21294,.,21294,144,156,12,160,16,No
27026,.,27026,144,179,35,160,16,Yes
17375,.,17375,142,152,10,159,17,No
21586,.,21586,118,137,19,140,22,No
27468,.,27468,137,158,21,155,18,Yes
17172,.,17172,140,154,14,157,17,No
16346,.,16346,149,171,22,164,15,Yes
16836,.,16836,149,147,-2,164,15,No
19399,.,19399,133,163,30,152,19,Yes
16150,.,16150,139,150,11,157,18,No
16049,.,16049,145,157,12,161,16,No
11412,.,11412,136,156,20,154,18,Yes
26629,.,26629,104,140,36,131,27,Yes
23709,.,23709,142,163,21,159,17,Yes
26150,.,26150,143,154,11,160,17,No
12127,.,12127,132,155,23,151,19,Yes
26705,.,26705,137,138,1,155,18,No
15945,.,15945,134,154,20,153,19,Yes
14613,.,14613,150,163,13,165,15,No
22018,.,22018,140,166,26,157,17,Yes
20575,.,20575,150,145,-5,165,15,No
20144,.,20144,138,152,14,156,18,No
11148,.,11148,146,155,9,162,16,No
24730,.,24730,137,161,24,155,18,Yes
25662,.,25662,145,163,18,161,16,Yes
17543,.,17543,154,168,14,168,14,Yes
17254,.,17254,151,169,18,166,15,Yes
21714,.,21714,146,166,20,162,16,Yes
11369,.,11369,142,160,18,159,17,Yes
11853,.,11853,150,177,27,165,15,Yes
20532,.,20532,142,166,24,159,17,Yes
13146,.,13146,144,179,35,160,16,Yes
14335,.,14335,142,159,17,159,17,Yes
29664,.,29664,137,161,24,155,18,Yes
17870,.,17870,139,165,26,157,18,Yes
21757,.,21757,134,162,28,153,19,Yes
13054,.,13054,115,138,23,138,23,Yes
11635,.,11635,148,166,18,164,16,Yes
22206,.,22206,140,148,8,157,17,No
22652,.,22652,140,158,18,157,17,Yes
26269,.,26269,136,163,27,154,18,Yes
12291,.,12291,133,137,4,152,19,No
23193,.,23193,140,186,46,157,17,Yes
28979,.,28979,143,172,29,160,17,Yes
21344,.,21344,160,173,13,173,13,Yes
26863,.,26863,141,178,37,158,17,Yes
12590,.,12590,140,164,24,157,17,Yes
23057,.,23057,135,129,-6,153,18,No
26351,.,26351,131,158,27,150,19,Yes
21829,.,21829,122,150,28,143,21,Yes
28281,.,28281,131,162,31,150,19,Yes
16297,.,16297,138,172,34,156,18,Yes
14045,.,14045,126,154,28,146,20,Yes
15575,.,15575,141,172,31,158,17,Yes
13460,.,13460,140,149,9,157,17,No
25658,.,25658,149,166,17,164,15,Yes
25566,.,25566,151,167,16,166,15,Yes
27556,.,27556,139,158,19,157,18,Yes
11452,.,11452,136,161,25,154,18,Yes
25717,.,25717,147,178,31,163,16,Yes
11737,.,11737,151,192,41,166,15,Yes
22001,.,22001,129,172,43,149,20,Yes
12359,.,12359,120,144,24,142,22,Yes
18627,.,18627,146,180,34,162,16,Yes
12786,.,12786,137,151,14,155,18,No
28371,.,28371,147,164,17,163,16,Yes
16848,.,16848,143,138,-5,160,17,No
14178,.,14178,141,161,20,158,17,Yes
22341,.,22341,143,178,35,160,17,Yes
20788,.,20788,152,175,23,167,15,Yes
10981,.,10981,135,152,17,153,18,No
10720,.,10720,153,184,31,167,14,Yes
20851,.,20851,170,198,28,181,11,Yes
14499,.,14499,129,169,40,149,20,Yes
16405,.,16405,146,165,19,162,16,Yes
25627,.,25627,160,180,20,173,13,Yes
29568,.,29568,169,196,27,180,11,Yes
13777,.,13777,132,140,8,151,19,No
29831,.,29831,160,200,40,173,13,Yes
19219,.,19219,148,178,30,164,16,Yes
24069,.,24069,151,165,14,166,15,No
23000,.,23000,130,170,40,150,20,Yes
18651,.,18651,152,162,10,167,15,No
21719,.,21719,137,183,46,155,18,Yes
13718,.,13718,145,170,25,161,16,Yes
27980,.,27980,128,164,36,148,20,Yes
18766,.,18766,154,186,32,168,14,Yes
22641,.,22641,142,182,40,159,17,Yes
11649,.,11649,141,168,27,158,17,Yes
23241,.,23241,124,168,44,145,21,Yes
14163,.,14163,137,175,38,155,18,Yes
27897,.,27897,149,166,17,164,15,Yes
14313,.,14313,133,142,9,152,19,No
21761,.,21761,138,168,30,156,18,Yes
14236,.,14236,137,165,28,155,18,Yes
13443,.,13443,160,193,33,173,13,Yes
29015,.,29015,145,190,45,161,16,Yes
18960,.,18960,129,148,19,149,20,No
20187,.,20187,147,182,35,163,16,Yes
21029,.,21029,142,158,16,159,17,No
22300,.,22300,140,160,20,157,17,Yes
21236,.,21236,152,158,6,167,15,No
14139,.,14139,135,149,14,153,18,No
22609,.,22609,146,163,17,162,16,Yes
27821,.,27821,141,177,36,158,17,Yes
25622,.,25622,149,163,14,164,15,No
15300,.,15300,141,158,17,158,17,Yes
17189,.,17189,138,148,10,156,18,No
25426,.,25426,149,175,26,164,15,Yes
18170,.,18170,133,152,19,152,19,Yes
24782,.,24782,126,152,26,146,20,Yes
19080,.,19080,143,163,20,160,17,Yes
23399,.,23399,121,157,36,143,22,Yes
22263,.,22263,123,156,33,144,21,Yes
12663,.,12663,116,139,23,139,23,Yes
16223,.,16223,142,152,10,159,17,No
18779,.,18779,155,193,38,169,14,Yes
19851,.,19851,142,144,2,159,17,No
29184,.,29184,149,180,31,164,15,Yes
24371,.,24371,134,164,30,153,19,Yes
21248,.,21248,120,157,37,142,22,Yes
26088,.,26088,150,168,18,165,15,Yes
12473,.,12473,130,148,18,150,20,No
21126,.,21126,144,158,14,160,16,No
